gender,age,place,group,netTime,minutes,mph
F,25,3827,F25-29 ,5:10:54,332.7666667,4.7274116
M,22,3828,M18-24 ,5:10:54,345.7,4.550549609
F,49,3829,F45-49 ,5:10:55,326.2666667,4.821592767
F,38,3830,F35-39 ,5:10:56,319.2333333,4.927821865
M,55,3831,M55-59 ,5:10:56,319.8333333,4.918577384
F,35,3832,F35-39 ,5:10:57,330.2,4.764158086
M,64,3833,M60-64 ,5:10:59,324.3333333,4.850334018
M,46,3834,M45-49 ,5:10:59,315.3333333,4.988768499
F,38,3835,F35-39 ,5:10:59,315.3166667,4.98903219
M,27,3836,M25-29 ,5:11:03,335.05,4.695194747
M,43,3837,M40-44 ,5:11:03,343.6,4.578361467
F,44,3838,F40-44 ,5:11:07,322.4833333,4.878159078
F,39,3839,F35-39 ,5:11:08,343.7833333,4.575919911
M,56,3840,M55-59 ,5:11:09,319.7166667,4.920372205
F,25,3841,F25-29 ,5:11:10,324.6833333,4.845105487
M,31,3842,M30-34 ,5:11:13,343.6,4.578361467
F,46,3843,F45-49 ,5:11:15,317.8,4.950047199
M,30,3844,M30-34 ,5:11:16,322.4166667,4.879167744
F,35,3845,F35-39 ,5:11:17,322.4166667,4.879167744
F,33,3846,F30-34 ,5:11:17,322.4166667,4.879167744
M,42,3847,M40-44 ,5:11:20,318.35,4.94149521
M,40,3848,M40-44 ,5:11:21,335.4333333,4.689829077
F,37,3849,F35-39 ,5:11:22,335.4333333,4.689829077
M,40,3850,M40-44 ,5:11:23,321.6,4.891557836
M,40,3851,M40-44 ,5:11:24,313.7333333,5.014210582
F,47,3852,F45-49 ,5:11:24,346.05,4.545947117
F,54,3853,F50-54 ,5:11:25,320.1666667,4.913456533
F,67,3854,F65-69 ,5:11:28,311.6833333,5.04718999
M,42,3855,M40-44 ,5:11:28,319.85,4.918321088
M,30,3856,M30-34 ,5:11:30,339.2,4.63775059
M,30,3857,M30-34 ,5:11:30,344.85,4.561765985
M,34,3858,M30-34 ,5:11:31,344.85,4.561765985
M,44,3859,M40-44 ,5:11:31,342.3166667,4.595525585
F,31,3860,F30-34 ,5:11:31,315.7,4.982974343
M,40,3861,M40-44 ,5:11:32,344.9,4.561104668
M,42,3862,M40-44 ,5:11:33,313.7833333,5.01341159
F,30,3863,F30-34 ,5:11:33,344.5333333,4.565958785
M,27,3864,M25-29 ,5:11:33,314.2833333,5.005435647
F,23,3865,F18-24 ,5:11:34,318.2166667,4.943565705
F,20,3866,F18-24 ,5:11:35,318.2166667,4.943565705
M,51,3867,M50-54 ,5:11:36,318.5166667,4.938909529
M,40,3868,M40-44 ,5:11:37,316.3666667,4.972473923
F,59,3869,F55-59 ,5:11:37,316.6166667,4.968547665
F,34,3870,F30-34 ,5:11:38,336.85,4.670105388
F,47,3871,F45-49 ,5:11:39,315.8833333,4.980082309
M,27,3872,M25-29 ,5:11:41,347.0333333,4.533065988
M,36,3873,M35-39 ,5:11:41,346.7833333,4.536333926
M,50,3874,M50-54 ,5:11:42,337.0166667,4.667795856
M,44,3875,M40-44 ,5:11:47,348.9166667,4.508598042
M,38,3876,M35-39 ,5:11:47,337.5,4.661111111
F,36,3877,F35-39 ,5:11:47,316.25,4.9743083
F,35,3878,F35-39 ,5:11:48,344.4166667,4.567505444
F,57,3879,F55-59 ,5:11:50,322.1333333,4.88345923
M,42,3880,M40-44 ,5:11:51,327.6833333,4.800747673
M,48,3881,M45-49 ,5:11:51,327.7,4.800503509
M,51,3882,M50-54 ,5:11:52,348.7,4.511399484
M,53,3883,M50-54 ,5:11:53,335.8166667,4.684475656
M,64,3884,M60-64 ,5:11:54,340.25,4.623438648
F,50,3885,F50-54 ,5:11:54,348.7,4.511399484
F,59,3886,F55-59 ,5:11:55,318.3333333,4.941753927
F,34,3887,F30-34 ,5:11:56,331.95,4.739042024
F,24,3888,F18-24 ,5:11:56,318.3333333,4.941753927
M,43,3889,M40-44 ,5:11:57,344.3833333,4.567947539
F,38,3890,F35-39 ,5:11:58,332.25,4.73476298
M,35,3891,M35-39 ,5:11:59,343.0666667,4.585479013
F,33,3892,F30-34 ,5:11:59,322.3333333,4.880429162
M,33,3893,M30-34 ,5:12:00,322.3333333,4.880429162
M,44,3894,M40-44 ,5:12:00,316.5666667,4.969332421
F,39,3895,F35-39 ,5:12:01,318.65,4.936842931
M,48,3896,M45-49 ,5:12:01,325.65,4.830723169
M,29,3897,M25-29 ,5:12:01,312.55,5.033194689
F,37,3898,F35-39 ,5:12:01,345.4,4.554502027
M,40,3899,M40-44 ,5:12:02,345.4,4.554502027
F,40,3900,F40-44 ,5:12:05,318.95,4.932199404
M,38,3901,M35-39 ,5:12:05,344.65,4.564413173
F,41,3902,F40-44 ,5:12:07,344.5666667,4.565517075
M,33,3903,M30-34 ,5:12:07,320.5333333,4.907835899
F,34,3904,F30-34 ,5:12:10,332.1166667,4.736663823
F,22,3905,F18-24 ,5:12:11,325.1333333,4.838399631
F,22,3906,F18-24 ,5:12:15,347.2333333,4.530455025
M,36,3907,M35-39 ,5:12:15,320.5833333,4.907070445
F,40,3908,F40-44 ,5:12:15,332.3,4.734050557
F,52,3909,F50-54 ,5:12:16,319.1333333,4.929365991
M,27,3910,M25-29 ,5:12:17,327.95,4.796844031
M,26,3911,M25-29 ,5:12:19,334.4833333,4.703149135
M,59,3912,M55-59 ,5:12:19,321.1666667,4.898157758
F,47,3913,F45-49 ,5:12:19,317.2333333,4.958889356
M,43,3914,M40-44 ,5:12:20,320.6666667,4.905795218
F,42,3915,F40-44 ,5:12:20,318.6166667,4.937359418
F,32,3916,F30-34 ,5:12:20,325.2833333,4.836168469
F,27,3917,F25-29 ,5:12:21,319.1666667,4.928851175
M,39,3918,M35-39 ,5:12:21,321.3,4.896125117
M,47,3919,M45-49 ,5:12:23,319.3833333,4.925507488
M,35,3920,M35-39 ,5:12:24,343.2666667,4.582807341
F,28,3921,F25-29 ,5:12:25,327.8833333,4.797819346
F,28,3922,F25-29 ,5:12:25,319.2833333,4.927050164
F,41,3923,F40-44 ,5:12:26,321.35,4.895363311
M,43,3924,M40-44 ,5:12:26,323.3333333,4.865335052
M,44,3925,M40-44 ,5:12:27,323.3333333,4.865335052
M,32,3926,M30-34 ,5:12:27,319.4,4.92525047
F,23,3927,F18-24 ,5:12:28,318.9333333,4.932457149
M,53,3928,M50-54 ,5:12:29,321.25,4.89688716
F,45,3929,F45-49 ,5:12:29,322.7833333,4.873625239
F,57,3930,F55-59 ,5:12:31,343.3333333,4.581917476
M,51,3931,M50-54 ,5:12:31,321.0333333,4.900192088
M,29,3932,M25-29 ,5:12:32,337.35,4.663183637
F,28,3933,F25-29 ,5:12:32,348.0666667,4.519608313
F,45,3934,F45-49 ,5:12:32,321.4,4.894601742
F,46,3935,F45-49 ,5:12:32,334.4,4.704321172
M,53,3936,M50-54 ,5:12:33,317.2666667,4.958368355
M,38,3937,M35-39 ,5:12:36,336.9833333,4.66825758
M,39,3938,M35-39 ,5:12:37,348.2833333,4.516796669
F,42,3939,F40-44 ,5:12:37,328.5666667,4.787841128
F,30,3940,F30-34 ,5:12:38,317.2,4.959410467
F,45,3941,F45-49 ,5:12:38,329.9,4.768490452
F,33,3942,F30-34 ,5:12:39,312.65,5.031584839
M,39,3943,M35-39 ,5:12:40,345.55,4.55252496
M,50,3944,M50-54 ,5:12:42,313.45,5.018743021
F,21,3945,F18-24 ,5:12:42,341.9333333,4.60067752
F,42,3946,F40-44 ,5:12:47,326.3166667,4.820853976
F,32,3947,F30-34 ,5:12:49,328.2333333,4.792703361
M,30,3948,M30-34 ,5:12:50,328.7,4.785898996
M,41,3949,M40-44 ,5:12:52,315.9833333,4.97850625
F,42,3950,F40-44 ,5:12:54,323.7,4.859823911
M,31,3951,M30-34 ,5:12:54,315.4833333,4.986396534
F,39,3952,F35-39 ,5:12:55,323.7166667,4.859573701
M,37,3953,M35-39 ,5:12:58,346.2666667,4.543102618
F,39,3954,F35-39 ,5:12:58,328.1166667,4.794407477
M,37,3955,M35-39 ,5:13:00,319.55,4.922938507
F,40,3956,F40-44 ,5:13:01,346.0666667,4.545728183
F,26,3957,F25-29 ,5:13:04,326.3666667,4.820115412
M,47,3958,M45-49 ,5:13:05,317.4333333,4.95576499
M,40,3959,M40-44 ,5:13:06,347.65,4.525025169
M,40,3960,M40-44 ,5:13:07,347.65,4.525025169
M,40,3961,M40-44 ,5:13:07,324.1,4.85382598
M,52,3962,M50-54 ,5:13:08,318.1,4.945378812
F,31,3963,F30-34 ,5:13:08,324.1333333,4.85332682
F,56,3964,F55-59 ,5:13:08,326.4666667,4.818638963
M,29,3965,M25-29 ,5:13:08,337.5833333,4.659960504
M,48,3966,M45-49 ,5:13:09,338.25,4.650776053
M,42,3967,M40-44 ,5:13:09,321.7166667,4.889783971
F,32,3968,F30-34 ,5:13:10,319.7666667,4.919602835
F,42,3969,F40-44 ,5:13:14,319.9333333,4.917040008
F,41,3970,F40-44 ,5:13:14,319.9333333,4.917040008
M,57,3971,M55-59 ,5:13:19,332.7333333,4.727885193
F,52,3972,F50-54 ,5:13:20,317.9,4.948490091
M,42,3973,M40-44 ,5:13:21,321.8666667,4.887505178
F,27,3974,F25-29 ,5:13:22,317.95,4.947711904
M,34,3975,M30-34 ,5:13:22,323.8,4.858323039
F,28,3976,F25-29 ,5:13:25,319.7666667,4.919602835
M,30,3977,M30-34 ,5:13:26,319.7666667,4.919602835
M,55,3978,M55-59 ,5:13:27,335.8833333,4.683545874
M,30,3979,M30-34 ,5:13:27,320.3833333,4.910133694
F,37,3980,F35-39 ,5:13:28,324.8333333,4.842868138
F,35,3981,F35-39 ,5:13:30,324.7833333,4.843613691
F,42,3982,F40-44 ,5:13:33,318.55,4.938392717
F,40,3983,F40-44 ,5:13:34,318.55,4.938392717
F,35,3984,F35-39 ,5:13:34,321.8833333,4.88725211
F,42,3985,F40-44 ,5:13:35,318.0166667,4.946674703
M,70,3986,M70-74 ,5:13:36,350.5333333,4.487804298
F,33,3987,F30-34 ,5:13:38,320.2666667,4.911922356
F,35,3988,F35-39 ,5:13:39,329.25,4.777904328
F,25,3989,F25-29 ,5:13:39,345.95,4.547261165
F,32,3990,F30-34 ,5:13:40,327.25,4.80710466
F,54,3991,F50-54 ,5:13:42,318.6833333,4.936326552
F,37,3992,F35-39 ,5:13:45,322.3833333,4.879672233
M,31,3993,M30-34 ,5:13:46,350.7166667,4.485458347
F,55,3994,F55-59 ,5:13:47,318.0833333,4.945637936
M,27,3995,M25-29 ,5:13:47,348.9333333,4.50838269
F,29,3996,F25-29 ,5:13:48,320.6166667,4.906560274
M,50,3997,M50-54 ,5:13:48,337.7333333,4.657890841
M,38,3998,M35-39 ,5:13:50,331.2,4.749773551
M,33,3999,M30-34 ,5:13:50,327.3833333,4.805146872
F,29,4000,F25-29 ,5:13:50,331.2166667,4.749534544
M,35,4001,M35-39 ,5:13:51,349.5166667,4.500858328
M,38,4002,M35-39 ,5:13:51,339.9333333,4.627745636
M,37,4003,M35-39 ,5:13:53,327.55,4.802701878
M,41,4004,M40-44 ,5:13:53,331.7166667,4.742375521
F,53,4005,F50-54 ,5:13:54,341.6333333,4.604717533
F,62,4006,F60-64 ,5:13:55,348.6,4.512693632
F,47,4007,F45-49 ,5:13:56,318.1833333,4.9440836
F,40,4008,F40-44 ,5:13:56,325.0166667,4.840136403
F,25,4009,F25-29 ,5:13:57,338.0666667,4.653298166
F,46,4010,F45-49 ,5:13:59,331.9333333,4.739279976
F,39,4011,F35-39 ,5:14:00,349.0333333,4.507091013
M,39,4012,M35-39 ,5:14:00,349.0333333,4.507091013
F,33,4013,F30-34 ,5:14:01,320.8,4.903756234
M,40,4014,M40-44 ,5:14:01,320.8,4.903756234
M,40,4015,M40-44 ,5:14:03,349.6833333,4.498713121
M,33,4016,M30-34 ,5:14:04,314.0833333,5.008622977
M,44,4017,M40-44 ,5:14:04,314.0833333,5.008622977
M,54,4018,M50-54 ,5:14:05,318.6833333,4.936326552
M,48,4019,M45-49 ,5:14:05,342.6166667,4.591501678
M,43,4020,M40-44 ,5:14:06,349.4333333,4.501931699
M,47,4021,M45-49 ,5:14:07,324.7833333,4.843613691
M,52,4022,M50-54 ,5:14:07,324.4166667,4.849088107
F,47,4023,F45-49 ,5:14:07,324.4166667,4.849088107
F,38,4024,F35-39 ,5:14:07,322.5833333,4.876646861
F,47,4025,F45-49 ,5:14:08,347.3166667,4.529368012
M,67,4026,M65-69 ,5:14:10,314.3,5.00517022
F,26,4027,F25-29 ,5:14:12,318.3833333,4.940977857
M,47,4028,M45-49 ,5:14:12,348.8166667,4.509890582
F,37,4029,F35-39 ,5:14:13,318.4166667,4.940460612
F,34,4030,F30-34 ,5:14:14,345.1666667,4.557580879
M,58,4031,M55-59 ,5:14:14,321.1833333,4.897903586
M,44,4032,M40-44 ,5:14:14,347.5166667,4.526761306
M,33,4033,M30-34 ,5:14:15,320.65,4.906050211
M,49,4034,M45-49 ,5:14:17,327.5166667,4.803190677
M,42,4035,M40-44 ,5:14:20,324.7166667,4.84460812
F,43,4036,F40-44 ,5:14:20,323.0333333,4.869853472
F,43,4037,F40-44 ,5:14:20,324.7166667,4.84460812
M,48,4038,M45-49 ,5:14:21,323.3166667,4.865585855
M,63,4039,M60-64 ,5:14:21,314.9666667,4.994576146
F,39,4040,F35-39 ,5:14:21,345.4833333,4.553403444
M,60,4041,M60-64 ,5:14:24,336,4.681919643
F,27,4042,F25-29 ,5:14:25,320.9,4.902228108
M,41,4043,M40-44 ,5:14:27,349.7333333,4.498069958
M,58,4044,M55-59 ,5:14:31,328.15,4.793920463
M,41,4045,M40-44 ,5:14:32,321.2,4.89764944
F,27,4046,F25-29 ,5:14:34,323.25,4.866589327
M,38,4047,M35-39 ,5:14:34,349.1833333,4.505154885
F,29,4048,F25-29 ,5:14:34,323.4,4.864332096
F,26,4049,F25-29 ,5:14:34,323.4166667,4.864081422
F,31,4050,F30-34 ,5:14:35,332.5666667,4.730254586
M,53,4051,M50-54 ,5:14:37,339.2833333,4.636611485
M,23,4052,M18-24 ,5:14:37,347.15,4.531542561
F,39,4053,F35-39 ,5:14:37,347.4166667,4.528064284
M,59,4054,M55-59 ,5:14:38,343.6333333,4.577917354
F,40,4055,F40-44 ,5:14:40,317.05,4.961756821
F,46,4056,F45-49 ,5:14:42,323,4.870356037
M,49,4057,M45-49 ,5:14:42,327.75,4.799771167
F,41,4058,F40-44 ,5:14:42,328.3,4.791730125
M,37,4059,M35-39 ,5:14:42,325.1,4.838895724
F,52,4060,F50-54 ,5:14:43,328.3,4.791730125
F,44,4061,F40-44 ,5:14:43,321.5666667,4.892064891
F,38,4062,F35-39 ,5:14:43,340,4.626838235
F,24,4063,F18-24 ,5:14:44,319.6166667,4.921911665
F,27,4064,F25-29 ,5:14:47,347.6333333,4.525242113
M,37,4065,M35-39 ,5:14:47,321.3166667,4.895871155
F,41,4066,F40-44 ,5:14:48,317.45,4.955504804
F,38,4067,F35-39 ,5:14:48,317.45,4.955504804
M,44,4068,M40-44 ,5:14:49,345.8166667,4.54901441
F,25,4069,F25-29 ,5:14:49,321.1166667,4.898920434
F,28,4070,F25-29 ,5:14:50,347.6166667,4.525459078
F,26,4071,F25-29 ,5:14:52,319.85,4.918321088
M,26,4072,M25-29 ,5:14:52,327.9,4.79757548
M,37,4073,M35-39 ,5:14:53,345.8333333,4.548795181
F,56,4074,F55-59 ,5:14:55,323.0666667,4.869351011
M,50,4075,M50-54 ,5:14:57,317.5333333,4.954204283
F,57,4076,F55-59 ,5:14:59,349.75,4.497855611
M,43,4077,M40-44 ,5:14:59,319.6,4.922168335
M,41,4078,M40-44 ,5:15:00,319.6,4.922168335
M,53,4079,M50-54 ,5:15:00,323.3833333,4.864582796
M,54,4080,M50-54 ,5:15:01,340.6166667,4.618461614
F,46,4081,F45-49 ,5:15:02,321.4833333,4.893332988
F,47,4082,F45-49 ,5:15:03,349.6833333,4.498713121
F,27,4083,F25-29 ,5:15:03,323.4,4.864332096
F,36,4084,F35-39 ,5:15:04,328.0833333,4.79489459
M,47,4085,M45-49 ,5:15:05,349.6,4.499785469
F,34,4086,F30-34 ,5:15:05,322.0666667,4.884470089
F,44,4087,F40-44 ,5:15:06,322.05,4.884722869
F,41,4088,F40-44 ,5:15:06,323.95,4.856073468
M,32,4089,M30-34 ,5:15:06,327.9833333,4.796356522
F,57,4090,F55-59 ,5:15:07,328.0666667,4.795138183
M,54,4091,M50-54 ,5:15:11,324.1,4.85382598
F,34,4092,F30-34 ,5:15:12,346.5,4.54004329
M,42,4093,M40-44 ,5:15:13,344.1666667,4.570823245
F,47,4094,F45-49 ,5:15:14,349.8166667,4.496998428
M,50,4095,M50-54 ,5:15:14,349.8166667,4.496998428
F,34,4096,F30-34 ,5:15:19,337.5166667,4.660880944
M,58,4097,M55-59 ,5:15:20,341.6166667,4.604942187
M,35,4098,M35-39 ,5:15:24,320.2666667,4.911922356
F,29,4099,F25-29 ,5:15:25,321.8166667,4.88826454
F,33,4100,F30-34 ,5:15:27,326,4.82553681
M,61,4101,M60-64 ,5:15:28,320.5,4.908346334
F,30,4102,F30-34 ,5:15:30,350.9333333,4.48268902
M,30,4103,M30-34 ,5:15:31,316.1666667,4.975619399
M,46,4104,M45-49 ,5:15:33,318.4,4.940719221
F,25,4105,F25-29 ,5:15:33,330.5833333,4.758633728
M,26,4106,M25-29 ,5:15:34,341.7333333,4.603370074
M,42,4107,M40-44 ,5:15:34,341.3833333,4.608089635
F,26,4108,F25-29 ,5:15:35,325.9666667,4.826030269
F,45,4109,F45-49 ,5:15:36,352.6333333,4.461078552
M,54,4110,M50-54 ,5:15:36,352.6333333,4.461078552
M,36,4111,M35-39 ,5:15:36,346.6666667,4.537860577
F,29,4112,F25-29 ,5:15:36,326.7833333,4.813969501
F,31,4113,F30-34 ,5:15:38,350.6166667,4.486737653
F,30,4114,F30-34 ,5:15:38,320.5666667,4.907325569
M,18,4115,M18-24 ,5:15:40,348.95,4.508167359
M,56,4116,M55-59 ,5:15:41,326.2166667,4.822331784
M,36,4117,M35-39 ,5:15:44,332.95,4.72480853
M,30,4118,M30-34 ,5:15:44,335.2666667,4.692160469
M,40,4119,M40-44 ,5:15:45,322.4166667,4.879167744
M,57,4120,M55-59 ,5:15:45,343.9833333,4.573259363
F,23,4121,F18-24 ,5:15:45,323.8833333,4.85707302
F,44,4122,F40-44 ,5:15:49,324.6166667,4.846100529
M,55,4123,M55-59 ,5:15:49,342.0666667,4.598884233
M,54,4124,M50-54 ,5:15:49,331,4.752643505
F,56,4125,F55-59 ,5:15:52,320.6666667,4.905795218
F,34,4126,F30-34 ,5:15:53,326.5,4.818147014
F,40,4127,F40-44 ,5:15:53,322.25,4.881691234
M,48,4128,M45-49 ,5:15:54,348.8166667,4.509890582
M,19,4129,M18-24 ,5:15:54,348.8166667,4.509890582
F,35,4130,F35-39 ,5:15:55,343.7166667,4.576807448
F,49,4131,F45-49 ,5:15:55,324.2,4.852328809
M,62,4132,M60-64 ,5:15:55,326.5333333,4.817655165
M,32,4133,M30-34 ,5:15:55,322.1666667,4.882953958
F,32,4134,F30-34 ,5:15:58,326.9666667,4.811270262
M,53,4135,M50-54 ,5:15:58,348.55,4.513340984
F,37,4136,F35-39 ,5:15:59,350.85,4.483753741
M,63,4137,M60-64 ,5:16:01,326.4666667,4.818638963
M,29,4138,M25-29 ,5:16:02,319,4.931426332
F,36,4139,F35-39 ,5:16:02,322.9666667,4.870858706
M,28,4140,M25-29 ,5:16:02,322.9666667,4.870858706
M,36,4141,M35-39 ,5:16:03,322.55,4.877150829
M,65,4142,M65-69 ,5:16:03,347.25,4.530237581
M,53,4143,M50-54 ,5:16:03,321.0833333,4.899429016
M,38,4144,M35-39 ,5:16:03,338.1,4.652839397
F,49,4145,F45-49 ,5:16:05,350.9333333,4.48268902
F,41,4146,F40-44 ,5:16:07,326.95,4.811515522
F,32,4147,F30-34 ,5:16:07,335.85,4.684010719
M,57,4148,M55-59 ,5:16:07,327.2333333,4.807349496
F,37,4149,F35-39 ,5:16:10,321.0666667,4.899683347
M,50,4150,M50-54 ,5:16:11,326.8833333,4.812496813
M,36,4151,M35-39 ,5:16:11,321.0833333,4.899429016
F,22,4152,F18-24 ,5:16:11,322.6,4.876394916
F,46,4153,F45-49 ,5:16:12,351.3166667,4.477797808
F,59,4154,F55-59 ,5:16:12,324.9166667,4.841626058
M,38,4155,M35-39 ,5:16:12,320.4166667,4.909622887
F,52,4156,F50-54 ,5:16:14,324.95,4.841129405
F,29,4157,F25-29 ,5:16:16,327.0166667,4.810534631
F,52,4158,F50-54 ,5:16:16,344.1,4.571708806
F,35,4159,F35-39 ,5:16:17,327.1666667,4.808329088
F,27,4160,F25-29 ,5:16:18,340.3,4.62275933
M,38,4161,M35-39 ,5:16:18,351.8166667,4.471433986
F,28,4162,F25-29 ,5:16:19,340.3,4.62275933
F,29,4163,F25-29 ,5:16:20,334.0333333,4.709485081
M,66,4164,M65-69 ,5:16:22,331.6833333,4.742852118
M,33,4165,M30-34 ,5:16:23,341.5166667,4.606290567
F,23,4166,F18-24 ,5:16:25,327.1833333,4.808084153
M,46,4167,M45-49 ,5:16:26,322.9,4.871864354
M,56,4168,M55-59 ,5:16:27,323.1833333,4.867593213
F,28,4169,F25-29 ,5:16:29,332.2,4.735475617
F,44,4170,F40-44 ,5:16:32,324.65,4.845602957
F,36,4171,F35-39 ,5:16:33,321.5333333,4.892572051
M,63,4172,M60-64 ,5:16:35,349.95,4.495285041
F,62,4173,F60-64 ,5:16:35,330.05,4.766323284
F,36,4174,F35-39 ,5:16:36,327.8333333,4.798551093
M,49,4175,M45-49 ,5:16:36,321.2833333,4.896379105
F,29,4176,F25-29 ,5:16:38,342.55,4.592395271
M,33,4177,M30-34 ,5:16:40,323,4.870356037
M,34,4178,M30-34 ,5:16:41,351.6833333,4.473129236
M,36,4179,M35-39 ,5:16:41,322.95,4.871110079
M,65,4180,M65-69 ,5:16:42,317.3166667,4.957587058
F,26,4181,F25-29 ,5:16:43,321.7,4.890037302
F,28,4182,F25-29 ,5:16:44,340.8666667,4.61507432
F,34,4183,F30-34 ,5:16:45,330.2,4.764158086
M,49,4184,M45-49 ,5:16:45,340.45,4.620722573
F,23,4185,F18-24 ,5:16:45,349.35,4.503005582
M,48,4186,M45-49 ,5:16:45,348.0666667,4.519608313
F,41,4187,F40-44 ,5:16:46,327.85,4.798307153
F,45,4188,F45-49 ,5:16:46,348.0666667,4.519608313
M,28,4189,M25-29 ,5:16:47,345.8166667,4.54901441
M,65,4190,M65-69 ,5:16:51,321.4833333,4.893332988
M,48,4191,M45-49 ,5:16:52,321.3833333,4.894855572
F,55,4192,F55-59 ,5:16:53,347.75,4.52372394
F,27,4193,F25-29 ,5:16:54,345.3333333,4.555381274
F,47,4194,F45-49 ,5:16:56,325.8,4.828499079
M,32,4195,M30-34 ,5:16:56,344.8,4.562427494
M,44,4196,M40-44 ,5:16:58,328.2333333,4.792703361
M,49,4197,M45-49 ,5:16:58,328.2333333,4.792703361
F,33,4198,F30-34 ,5:16:59,327.75,4.799771167
M,60,4199,M60-64 ,5:17:01,320.05,4.915247618
F,34,4200,F30-34 ,5:17:02,330.4833333,4.76007363
M,50,4201,M50-54 ,5:17:03,328.0166667,4.795869112
F,50,4202,F50-54 ,5:17:03,328.0333333,4.795625445
M,39,4203,M35-39 ,5:17:03,354.1333333,4.442182794
F,27,4204,F25-29 ,5:17:04,352.15,4.467201477
M,59,4205,M55-59 ,5:17:04,321.2833333,4.896379105
F,35,4206,F35-39 ,5:17:05,342.2833333,4.595973122
M,48,4207,M45-49 ,5:17:05,323.4166667,4.864081422
F,32,4208,F30-34 ,5:17:06,327.2333333,4.807349496
F,43,4209,F40-44 ,5:17:08,327.7666667,4.799527103
F,35,4210,F35-39 ,5:17:08,321.6166667,4.891304348
M,52,4211,M50-54 ,5:17:10,321.45,4.893840411
F,35,4212,F35-39 ,5:17:10,348.45,4.514636246
F,24,4213,F18-24 ,5:17:11,325.8666667,4.827511252
M,43,4214,M40-44 ,5:17:11,321.65,4.890797451
F,59,4215,F55-59 ,5:17:12,325.8666667,4.827511252
M,36,4216,M35-39 ,5:17:13,321.6666667,4.890544041
F,65,4217,F65-69 ,5:17:13,321.9333333,4.886493063
M,38,4218,M35-39 ,5:17:15,332.5166667,4.730965866
M,40,4219,M40-44 ,5:17:16,345.4333333,4.55406253
M,43,4220,M40-44 ,5:17:18,332.5666667,4.730254586
F,32,4221,F30-34 ,5:17:18,333,4.724099099
M,47,4222,M45-49 ,5:17:18,328.3666667,4.790757284
F,24,4223,F18-24 ,5:17:18,333,4.724099099
M,30,4224,M30-34 ,5:17:21,328,4.796112805
F,42,4225,F40-44 ,5:17:21,339.85,4.628880388
M,35,4226,M35-39 ,5:17:26,328.3333333,4.791243655
F,36,4227,F35-39 ,5:17:26,328.3333333,4.791243655
M,51,4228,M50-54 ,5:17:27,348.7,4.511399484
F,54,4229,F50-54 ,5:17:29,321.8333333,4.888011393
M,34,4230,M30-34 ,5:17:29,332.7833333,4.727174838
F,58,4231,F55-59 ,5:17:32,324.4333333,4.848839001
F,30,4232,F30-34 ,5:17:33,326.25,4.82183908
F,39,4233,F35-39 ,5:17:33,323.8,4.858323039
M,40,4234,M40-44 ,5:17:37,322.0833333,4.884217335
M,33,4235,M30-34 ,5:17:37,326.1166667,4.823810497
F,44,4236,F40-44 ,5:17:40,350.95,4.482476136
F,37,4237,F35-39 ,5:17:40,335.1833333,4.693327035
M,26,4238,M25-29 ,5:17:41,324.15,4.853077279
F,36,4239,F35-39 ,5:17:41,352.3833333,4.464243485
F,34,4240,F30-34 ,5:17:41,328.7833333,4.784685963
F,38,4241,F35-39 ,5:17:41,326.1333333,4.823563982
M,25,4242,M25-29 ,5:17:43,352.3,4.465299461
F,59,4243,F55-59 ,5:17:45,322,4.885481366
F,38,4244,F35-39 ,5:17:45,331.0166667,4.752404209
F,30,4245,F30-34 ,5:17:45,327.9166667,4.797331639
M,44,4246,M40-44 ,5:17:51,328.3333333,4.791243655
F,38,4247,F35-39 ,5:17:53,326.75,4.814460597
F,22,4248,F18-24 ,5:17:56,328.25,4.792460015
F,27,4249,F25-29 ,5:17:57,328.2833333,4.791973397
F,38,4250,F35-39 ,5:17:58,326.4333333,4.819131012
M,39,4251,M35-39 ,5:18:00,330.8833333,4.754319246
F,47,4252,F45-49 ,5:18:01,344.2333333,4.569938027
M,31,4253,M30-34 ,5:18:02,338.2833333,4.650317781
M,58,4254,M55-59 ,5:18:06,348.8,4.510106078
M,21,4255,M18-24 ,5:18:07,322.7,4.874883793
M,27,4256,M25-29 ,5:18:07,350.55,4.487590929
F,24,4257,F18-24 ,5:18:08,324.7666667,4.84386226
F,29,4258,F25-29 ,5:18:13,342.1333333,4.597988114
M,26,4259,M25-29 ,5:18:15,326.9833333,4.811025027
F,29,4260,F25-29 ,5:18:16,340,4.626838235
M,29,4261,M25-29 ,5:18:18,342.8,4.589046091
M,40,4262,M40-44 ,5:18:19,340.05,4.626157918
F,29,4263,F25-29 ,5:18:23,324.75,4.844110855
M,57,4264,M55-59 ,5:18:23,331.25,4.749056604
M,43,4265,M40-44 ,5:18:25,319.2333333,4.927821865
F,29,4266,F25-29 ,5:18:25,329.5166667,4.774037732
M,29,4267,M25-29 ,5:18:26,325.3333333,4.835425205
F,31,4268,F30-34 ,5:18:26,326.5333333,4.817655165
F,47,4269,F45-49 ,5:18:29,328.7,4.785898996
F,50,4270,F50-54 ,5:18:30,328.7166667,4.78565634
F,50,4271,F50-54 ,5:18:30,328.7166667,4.78565634
F,37,4272,F35-39 ,5:18:30,349.2166667,4.50472486
F,39,4273,F35-39 ,5:18:31,333.75,4.713483146
